date,origin_station,day_type,ridership
2018-08-21,,Weekday,
2018-08-22,,Weekday,
2018-08-23,,Weekday,
2018-08-24,,Weekday,
2018-08-25,,Saturday,
2018-08-26,,Sunday,
2018-08-27,,Weekday,
2018-08-28,,Weekday,
2018-08-29,,Weekday,
2018-08-30,,Weekday,
2018-08-31,,Weekday,
2018-09-01,,Saturday,
2018-09-02,,Sunday,
2018-09-03,Not Available,Holiday,31512.0
2018-09-04,,Weekday,
2018-09-05,,Weekday,
2018-09-06,,Weekday,
2018-09-07,Not Available,Weekday,1223692.0
2018-09-08,Not Available,Saturday,94531.20000000001
2018-09-09,Not Available,Sunday,63020.80000000001
2018-09-10,,Weekday,
2018-09-11,,Weekday,
2018-09-12,,Weekday,
2018-09-13,,Weekday,
2018-09-14,,Weekday,
2018-09-15,,Saturday,
2018-09-16,,Sunday,
2018-09-17,,Weekday,
2018-09-18,,Weekday,
2018-09-19,,Weekday,
2018-09-20,,Weekday,
2018-09-21,,Weekday,
2018-09-22,,Saturday,
2018-09-23,,Sunday,
2018-09-24,,Weekday,
2018-09-25,,Weekday,
2018-09-26,,Weekday,
2018-09-27,,Weekday,
2018-09-28,,Weekday,
2018-09-29,,Saturday,
2018-09-30,,Sunday,
2018-10-01,,Weekday,
2018-10-02,,Weekday,
2018-10-03,,Weekday,
2018-10-04,,Weekday,
2018-10-05,Not Available,Weekday,1360647.0
2018-10-06,Not Available,Saturday,73507.2
2018-10-07,Not Available,Sunday,49004.8
2018-10-08,,Weekday,
2018-10-09,,Weekday,
2018-10-10,,Weekday,
2018-10-11,,Weekday,
2018-10-12,,Weekday,
2018-10-13,,Saturday,
2018-10-14,,Sunday,
2018-10-15,,Weekday,
2018-10-16,,Weekday,
2018-10-17,,Weekday,
2018-10-18,,Weekday,
2018-10-19,,Weekday,
2018-10-20,,Saturday,
2018-10-21,,Sunday,
2018-10-22,,Weekday,
2018-10-23,,Weekday,
2018-10-24,,Weekday,
2018-10-25,,Weekday,
2018-10-26,,Weekday,
2018-10-27,,Saturday,
2018-10-28,,Sunday,
2018-10-29,,Weekday,
2018-10-30,,Weekday,
2018-10-31,,Weekday,
2018-11-01,,Weekday,
2018-11-02,Not Available,Weekday,1170461.0
2018-11-03,Not Available,Saturday,89933.4
2018-11-04,Not Available,Sunday,47964.4
2018-11-05,,Weekday,
2018-11-06,,Weekday,
2018-11-07,,Weekday,
2018-11-08,,Weekday,
2018-11-09,,Weekday,
2018-11-10,,Saturday,
2018-11-11,,Sunday,
2018-11-12,,Weekday,
2018-11-13,,Weekday,
2018-11-14,,Weekday,
2018-11-15,,Weekday,
2018-11-16,,Weekday,
2018-11-17,,Saturday,
2018-11-18,,Sunday,
2018-11-19,,Weekday,
2018-11-20,,Weekday,
2018-11-21,,Weekday,
2018-11-22,Not Available,Holiday,29978.0
2018-11-23,,Saturday,
2018-11-24,,Saturday,
2018-11-25,,Sunday,
2018-11-26,,Weekday,
2018-11-27,,Weekday,
2018-11-28,,Weekday,
2018-11-29,,Weekday,
2018-11-30,,Weekday,
2018-12-01,,Saturday,
2018-12-02,,Sunday,
2018-12-03,,Weekday,
2018-12-04,,Weekday,
2018-12-05,,Weekday,
2018-12-06,,Weekday,
2018-12-07,Not Available,Weekday,1065159.0
2018-12-08,Not Available,Saturday,79339.79999999999
2018-12-09,Not Available,Sunday,52893.2
2018-12-10,,Weekday,
2018-12-11,,Weekday,
2018-12-12,,Weekday,
2018-12-13,,Weekday,
2018-12-14,,Weekday,
2018-12-15,,Saturday,
2018-12-16,,Sunday,
2018-12-17,,Weekday,
2018-12-18,,Weekday,
2018-12-19,,Weekday,
2018-12-20,,Weekday,
2018-12-21,,Weekday,
2018-12-22,,Saturday,
2018-12-23,,Sunday,
2018-12-24,,Weekday,
2018-12-25,Not Available,Holiday,26446.0
2018-12-26,,Weekday,
2018-12-27,,Weekday,
2018-12-28,,Weekday,
2018-12-29,,Saturday,
2018-12-30,,Sunday,
2018-12-31,,Weekday,
2019-01-01,Not Available,Holiday,28332.0
2019-01-02,,Weekday,
2019-01-03,,Weekday,
2019-01-04,Not Available,Weekday,1229741.0
2019-01-05,Not Available,Saturday,67996.2
2019-01-06,Not Available,Sunday,45330.8
2019-01-07,,Weekday,
2019-01-08,,Weekday,
2019-01-09,,Weekday,
2019-01-10,,Weekday,
2019-01-11,,Weekday,
2019-01-12,,Saturday,
2019-01-13,,Sunday,
2019-01-14,,Weekday,
2019-01-15,,Weekday,
2019-01-16,,Weekday,
2019-01-17,,Weekday,
2019-01-18,,Weekday,
2019-01-19,,Saturday,
2019-01-20,,Sunday,
2019-01-21,,Weekday,
2019-01-22,,Weekday,
2019-01-23,,Weekday,
2019-01-24,,Weekday,
2019-01-25,,Weekday,
2019-01-26,,Saturday,
2019-01-27,,Sunday,
2019-01-28,,Weekday,
2019-01-29,,Weekday,
2019-01-30,,Weekday,
2019-01-31,,Weekday,
2019-02-01,,Weekday,
2019-02-02,,Saturday,
2019-02-03,,Sunday,
2019-02-04,,Weekday,
2019-02-05,,Weekday,
2019-02-06,,Weekday,
2019-02-07,,Weekday,
2019-02-08,,Weekday,
2019-02-09,,Saturday,
2019-02-10,,Sunday,
2019-02-11,,Weekday,
2019-02-12,,Weekday,
2019-02-13,,Weekday,
2019-02-14,,Weekday,
2019-02-15,Not Available,Weekday,1216783.82902518
2019-02-16,Not Available,Saturday,56818.010087955
2019-02-17,Not Available,Sunday,39859.833054855
2019-02-18,Not Available,Holiday,9964.958263714
2019-02-19,,Weekday,
2019-02-20,,Weekday,
2019-02-21,,Weekday,
2019-02-22,,Weekday,
2019-02-23,,Saturday,
2019-02-24,,Sunday,
2019-02-25,,Weekday,
2019-02-26,,Weekday,
2019-02-27,,Weekday,
2019-02-28,,Weekday,
2019-03-01,Not Available,Weekday,1366196.84340688
2019-03-02,Not Available,Saturday,71689.027536309
2019-03-03,Not Available,Sunday,50003.384153612
2019-03-04,,Weekday,
2019-03-05,,Weekday,
2019-03-06,,Weekday,
2019-03-07,,Weekday,
2019-03-08,,Weekday,
2019-03-09,,Saturday,
2019-03-10,,Sunday,
2019-03-11,,Weekday,
2019-03-12,,Weekday,
2019-03-13,,Weekday,
2019-03-14,,Weekday,
2019-03-15,,Weekday,
2019-03-16,,Saturday,
2019-03-17,,Sunday,
2019-03-18,,Weekday,
2019-03-19,,Weekday,
2019-03-20,,Weekday,
2019-03-21,,Weekday,
2019-03-22,,Weekday,
2019-03-23,,Saturday,
2019-03-24,,Sunday,
2019-03-25,,Weekday,
2019-03-26,,Weekday,
2019-03-27,,Weekday,
2019-03-28,,Weekday,
2019-03-29,,Weekday,
2019-03-30,,Saturday,
2019-03-31,,Sunday,
2019-04-01,,Weekday,
2019-04-02,,Weekday,
2019-04-03,,Weekday,
2019-04-04,,Weekday,
2019-04-05,Not Available,Weekday,1490015.57296209
2019-04-06,Not Available,Saturday,60539.551532966
2019-04-07,Not Available,Sunday,42710.574885666
2019-04-08,,Weekday,
2019-04-09,,Weekday,
2019-04-10,,Weekday,
2019-04-11,,Weekday,
2019-04-12,,Weekday,
2019-04-13,,Saturday,
2019-04-14,,Sunday,
2019-04-15,,Weekday,
2019-04-16,,Weekday,
2019-04-17,,Weekday,
2019-04-18,,Weekday,
2019-04-19,,Weekday,
2019-04-20,,Saturday,
2019-04-21,,Sunday,
2019-04-22,,Weekday,
2019-04-23,,Weekday,
2019-04-24,,Weekday,
2019-04-25,,Weekday,
2019-04-26,,Weekday,
2019-04-27,,Saturday,
2019-04-28,,Sunday,
2019-04-29,,Weekday,
2019-04-30,,Weekday,
2019-05-01,,Weekday,
2019-05-02,,Weekday,
2019-05-03,Not Available,Weekday,1503163.88976512
2019-05-04,Not Available,Saturday,61351.25100533
2019-05-05,Not Available,Sunday,43448.042918756
2019-05-06,,Weekday,
2019-05-07,,Weekday,
2019-05-08,,Weekday,
2019-05-09,,Weekday,
2019-05-10,,Weekday,
2019-05-11,,Saturday,
2019-05-12,,Sunday,
2019-05-13,,Weekday,
2019-05-14,,Weekday,
2019-05-15,,Weekday,
2019-05-16,,Weekday,
2019-05-17,,Weekday,
2019-05-18,,Saturday,
2019-05-19,,Sunday,
2019-05-20,,Weekday,
2019-05-21,,Weekday,
2019-05-22,,Weekday,
2019-05-23,,Weekday,
2019-05-24,,Weekday,
2019-05-25,,Saturday,
2019-05-26,,Sunday,
2019-05-27,Not Available,Holiday,10862.010729689
2019-05-28,,Weekday,
2019-05-29,,Weekday,
2019-05-30,,Weekday,
2019-05-31,,Weekday,
2019-06-01,,Saturday,
2019-06-02,,Sunday,
2019-06-03,,Weekday,
2019-06-04,,Weekday,
2019-06-05,,Weekday,
2019-06-06,,Weekday,
2019-06-07,Not Available,Weekday,1447404.72264883
2019-06-08,Not Available,Saturday,83187.303759451
2019-06-09,Not Available,Sunday,60061.212859294
2019-06-10,,Weekday,
2019-06-11,,Weekday,
2019-06-12,,Weekday,
2019-06-13,,Weekday,
2019-06-14,,Weekday,
2019-06-15,,Saturday,
2019-06-16,,Sunday,
2019-06-17,,Weekday,
2019-06-18,,Weekday,
2019-06-19,,Weekday,
2019-06-20,,Weekday,
2019-06-21,,Weekday,
2019-06-22,,Saturday,
2019-06-23,,Sunday,
2019-06-24,,Weekday,
2019-06-25,,Weekday,
2019-06-26,,Weekday,
2019-06-27,,Weekday,
2019-06-28,,Weekday,
2019-06-29,,Saturday,
2019-06-30,,Sunday,
2019-07-01,,Weekday,
2019-07-02,,Weekday,
2019-07-03,,Weekday,
2019-07-04,Not Available,Holiday,11517.77012154
2019-07-05,Not Available,Weekday,1550841.40431796
2019-07-06,Not Available,Saturday,64241.91093482
2019-07-07,Not Available,Sunday,46071.080486161
2019-07-08,,Weekday,
2019-07-09,,Weekday,
2019-07-10,,Weekday,
2019-07-11,,Weekday,
2019-07-12,,Weekday,
2019-07-13,,Saturday,
2019-07-14,,Sunday,
2019-07-15,,Weekday,
2019-07-16,,Weekday,
2019-07-17,,Weekday,
2019-07-18,,Weekday,
2019-07-19,,Weekday,
2019-07-20,,Saturday,
2019-07-21,,Sunday,
2019-07-22,,Weekday,
2019-07-23,,Weekday,
2019-07-24,,Weekday,
2019-07-25,,Weekday,
2019-07-26,,Weekday,
2019-07-27,,Saturday,
2019-07-28,,Sunday,
2019-07-29,,Weekday,
2019-07-30,,Weekday,
2019-07-31,,Weekday,
2019-08-01,,Weekday,
2019-08-02,Not Available,Weekday,1574252.86304148
2019-08-03,Not Available,Saturday,81907.569327184
2019-08-04,Not Available,Sunday,47173.999899765
2019-08-05,,Weekday,
2019-08-06,,Weekday,
2019-08-07,,Weekday,
2019-08-08,,Weekday,
2019-08-09,,Weekday,
2019-08-10,,Saturday,
2019-08-11,,Sunday,
2019-08-12,,Weekday,
2019-08-13,,Weekday,
2019-08-14,,Weekday,
2019-08-15,,Weekday,
2019-08-16,,Weekday,
2019-08-17,,Saturday,
2019-08-18,,Sunday,
2019-08-19,,Weekday,
2019-08-20,,Weekday,
2019-08-21,,Weekday,
2019-08-22,,Weekday,
2019-08-23,,Weekday,
2019-08-24,,Saturday,
2019-08-25,,Sunday,
2019-08-26,,Weekday,
2019-08-27,,Weekday,
2019-08-28,,Weekday,
2019-08-29,,Weekday,
2019-08-30,,Weekday,
2019-08-31,,Saturday,
2019-09-01,,Sunday,
2019-09-02,Not Available,Holiday,11848.2611569
2019-09-03,,Weekday,
2019-09-04,,Weekday,
2019-09-05,,Weekday,
2019-09-06,Not Available,Weekday,1447730.94994178
2019-09-07,Not Available,Saturday,66012.480511287
2019-09-08,Not Available,Sunday,59241.305784502
2019-09-09,,Weekday,
2019-09-10,,Weekday,
2019-09-11,,Weekday,
2019-09-12,,Weekday,
2019-09-13,,Weekday,
2019-09-14,,Saturday,
2019-09-15,,Sunday,
2019-09-16,,Weekday,
2019-09-17,,Weekday,
2019-09-18,,Weekday,
2019-09-19,,Weekday,
2019-09-20,,Weekday,
2019-09-21,,Saturday,
2019-09-22,,Sunday,
2019-09-23,,Weekday,
2019-09-24,,Weekday,
2019-09-25,,Weekday,
2019-09-26,,Weekday,
2019-09-27,,Weekday,
2019-09-28,,Saturday,
2019-09-29,,Sunday,
2019-09-30,,Weekday,
2019-10-01,,Weekday,
2019-10-02,,Weekday,
2019-10-03,,Weekday,
2019-10-04,Not Available,Weekday,1618290.38212046
2019-10-05,Not Available,Saturday,63251.564875171
2019-10-06,Not Available,Sunday,44893.701108184
2019-10-07,,Weekday,
2019-10-08,,Weekday,
2019-10-09,,Weekday,
2019-10-10,,Weekday,
2019-10-11,,Weekday,
2019-10-12,,Saturday,
2019-10-13,,Sunday,
2019-10-14,,Weekday,
2019-10-15,,Weekday,
2019-10-16,,Weekday,
2019-10-17,,Weekday,
2019-10-18,,Weekday,
2019-10-19,,Saturday,
2019-10-20,,Sunday,
2019-10-21,,Weekday,
2019-10-22,,Weekday,
2019-10-23,,Weekday,
2019-10-24,,Weekday,
2019-10-25,,Weekday,
2019-10-26,,Saturday,
2019-10-27,,Sunday,
2019-10-28,,Weekday,
2019-10-29,,Weekday,
2019-10-30,,Weekday,
2019-10-31,,Weekday,
2019-11-01,Not Available,Weekday,1322535.46437477
2019-11-02,Not Available,Saturday,94216.839701372
2019-11-03,Not Available,Sunday,44752.798834774
2019-11-04,,Weekday,
2019-11-05,,Weekday,
2019-11-06,,Weekday,
2019-11-07,,Weekday,
2019-11-08,,Weekday,
2019-11-09,,Saturday,
2019-11-10,,Sunday,
2019-11-11,,Weekday,
2019-11-12,,Weekday,
2019-11-13,,Weekday,
2019-11-14,,Weekday,
2019-11-15,,Weekday,
2019-11-16,,Saturday,
2019-11-17,,Sunday,
2019-11-18,,Weekday,
2019-11-19,,Weekday,
2019-11-20,,Weekday,
2019-11-21,,Weekday,
2019-11-22,,Weekday,
2019-11-23,,Saturday,
2019-11-24,,Sunday,
2019-11-25,,Weekday,
2019-11-26,,Weekday,
2019-11-27,,Weekday,
2019-11-28,Not Available,Holiday,11188.199708694
2019-11-29,,Saturday,
2019-11-30,,Saturday,
2019-12-01,,Sunday,
2019-12-02,,Weekday,
2019-12-03,,Weekday,
2019-12-04,,Weekday,
2019-12-05,,Weekday,
2019-12-06,Not Available,Weekday,1312079.6172808
2019-12-07,Not Available,Saturday,56178.658492216
2019-12-08,Not Available,Sunday,50086.914764696
2019-12-09,,Weekday,
2019-12-10,,Weekday,
2019-12-11,,Weekday,
2019-12-12,,Weekday,
2019-12-13,,Weekday,
2019-12-14,,Saturday,
2019-12-15,,Sunday,
2019-12-16,,Weekday,
2019-12-17,,Weekday,
2019-12-18,,Weekday,
2019-12-19,,Weekday,
2019-12-20,,Weekday,
2019-12-21,,Saturday,
2019-12-22,,Sunday,
2019-12-23,,Weekday,
2019-12-24,,Weekday,
2019-12-25,Not Available,Holiday,10017.382952939
2019-12-26,,Weekday,
2019-12-27,,Weekday,
2019-12-28,,Saturday,
2019-12-29,,Sunday,
2019-12-30,,Weekday,
2019-12-31,,Weekday,
2020-01-01,,Saturday,
2020-01-02,,Weekday,
2020-01-03,Not Available,Weekday,1425728.6821888
2020-01-04,Not Available,Saturday,72716.299448502
2020-01-05,Not Available,Sunday,41221.371916588
2020-01-06,,Weekday,
2020-01-07,,Weekday,
2020-01-08,,Weekday,
2020-01-09,,Weekday,
2020-01-10,,Weekday,
2020-01-11,,Saturday,
2020-01-12,,Sunday,
2020-01-13,,Weekday,
2020-01-14,,Weekday,
2020-01-15,,Weekday,
2020-01-16,,Weekday,
2020-01-17,,Weekday,
2020-01-18,,Saturday,
2020-01-19,,Sunday,
2020-01-20,,Weekday,
2020-01-21,,Weekday,
2020-01-22,,Weekday,
2020-01-23,,Weekday,
2020-01-24,,Weekday,
2020-01-25,,Saturday,
2020-01-26,,Sunday,
2020-01-27,,Weekday,
2020-01-28,,Weekday,
2020-01-29,,Weekday,
2020-01-30,,Weekday,
2020-01-31,,Weekday,
2020-02-01,,Saturday,
2020-02-02,,Sunday,
2020-02-03,,Weekday,
2020-02-04,,Weekday,
2020-02-05,,Weekday,
2020-02-06,,Weekday,
2020-02-07,Not Available,Weekday,1277145.54882284
2020-02-08,Not Available,Saturday,75820.424798695
2020-02-09,Not Available,Sunday,43187.706947163
2020-02-10,,Weekday,
2020-02-11,,Weekday,
2020-02-12,,Weekday,
2020-02-13,,Weekday,
2020-02-14,,Weekday,
2020-02-15,,Saturday,
2020-02-16,,Sunday,
2020-02-17,Not Available,Holiday,10796.926736791
2020-02-18,,Weekday,
2020-02-19,,Weekday,
2020-02-20,,Weekday,
2020-02-21,,Weekday,
2020-02-22,,Saturday,
2020-02-23,,Sunday,
2020-02-24,,Weekday,
2020-02-25,,Weekday,
2020-02-26,,Weekday,
2020-02-27,,Weekday,
2020-02-28,,Weekday,
2020-02-29,,Saturday,
2020-03-01,,Sunday,
2020-03-02,,Weekday,
2020-03-03,,Weekday,
2020-03-04,,Weekday,
2020-03-05,,Weekday,
2020-03-06,Not Available,Weekday,1084079.1372108
2020-03-07,Not Available,Saturday,39895.464067433
2020-03-08,Not Available,Sunday,32413.610814241
2020-03-09,,Weekday,
2020-03-10,,Weekday,
2020-03-11,,Weekday,
2020-03-12,,Weekday,
2020-03-13,,Weekday,
2020-03-14,,Saturday,
2020-03-15,,Sunday,
2020-03-16,,Weekday,
2020-03-17,,Weekday,
2020-03-18,,Weekday,
2020-03-19,,Weekday,
2020-03-20,,Weekday,
2020-03-21,,Saturday,
2020-03-22,,Sunday,
2020-03-23,,Weekday,
2020-03-24,,Weekday,
2020-03-25,,Weekday,
2020-03-26,,Weekday,
2020-03-27,,Weekday,
2020-03-28,,Saturday,
2020-03-29,,Sunday,
2020-03-30,,Weekday,
2020-03-31,,Weekday,
2020-04-01,,Weekday,
2020-04-02,,Weekday,
2020-04-03,Not Available,Weekday,33792.0
2020-04-04,Not Available,Saturday,2744.0
2020-04-05,Not Available,Sunday,2048.0
2020-04-06,,Weekday,
2020-04-07,,Weekday,
2020-04-08,,Weekday,
2020-04-09,,Weekday,
2020-04-10,,Weekday,
2020-04-11,,Saturday,
2020-04-12,,Sunday,
2020-04-13,,Weekday,
2020-04-14,,Weekday,
2020-04-15,,Weekday,
2020-04-16,,Weekday,
2020-04-17,,Weekday,
2020-04-18,,Saturday,
2020-04-19,,Sunday,
2020-04-20,,Weekday,
2020-04-21,,Weekday,
2020-04-22,,Weekday,
2020-04-23,,Weekday,
2020-04-24,,Weekday,
2020-04-25,,Saturday,
2020-04-26,,Sunday,
2020-04-27,,Weekday,
2020-04-28,,Weekday,
2020-04-29,,Weekday,
2020-04-30,,Weekday,
2020-05-01,Not Available,Weekday,38700.0
2020-05-02,Not Available,Saturday,4930.0
2020-05-03,Not Available,Sunday,4195.0
2020-05-04,,Weekday,
2020-05-05,,Weekday,
2020-05-06,,Weekday,
2020-05-07,,Weekday,
2020-05-08,,Weekday,
2020-05-09,,Saturday,
2020-05-10,,Sunday,
2020-05-11,,Weekday,
2020-05-12,,Weekday,
2020-05-13,,Weekday,
2020-05-14,,Weekday,
2020-05-15,,Weekday,
2020-05-16,,Saturday,
2020-05-17,,Sunday,
2020-05-18,,Weekday,
2020-05-19,,Weekday,
2020-05-20,,Weekday,
2020-05-21,,Weekday,
2020-05-22,,Weekday,
2020-05-23,,Saturday,
2020-05-24,,Sunday,
2020-05-25,Not Available,Holiday,920.0
2020-05-26,,Weekday,
2020-05-27,,Weekday,
2020-05-28,,Weekday,
2020-05-29,,Weekday,
2020-05-30,,Saturday,
2020-05-31,,Sunday,
2020-06-01,,Weekday,
2020-06-02,,Weekday,
2020-06-03,,Weekday,
2020-06-04,,Weekday,
2020-06-05,Not Available,Weekday,63166.4
2020-06-06,Not Available,Saturday,6462.0
2020-06-07,Not Available,Sunday,5280.0
2020-06-08,,Weekday,
2020-06-09,,Weekday,
2020-06-10,,Weekday,
2020-06-11,,Weekday,
2020-06-12,,Weekday,
2020-06-13,,Saturday,
2020-06-14,,Sunday,
2020-06-15,,Weekday,
2020-06-16,,Weekday,
2020-06-17,,Weekday,
2020-06-18,,Weekday,
2020-06-19,,Weekday,
2020-06-20,,Saturday,
2020-06-21,,Sunday,
2020-06-22,,Weekday,
2020-06-23,,Weekday,
2020-06-24,,Weekday,
2020-06-25,,Weekday,
2020-06-26,,Weekday,
2020-06-27,,Saturday,
2020-06-28,,Sunday,
2020-06-29,,Weekday,
2020-06-30,,Weekday,
2020-07-01,,Weekday,
2020-07-02,,Weekday,
2020-07-03,,Weekday,
2020-07-04,Not Available,Holiday,3421.0
2020-07-05,,Sunday,
2020-07-06,,Saturday,
2020-07-07,,Weekday,
2020-07-08,,Weekday,
2020-07-09,,Weekday,
2020-07-10,Not Available,Weekday,75218.0
2020-07-11,Not Available,Saturday,7132.0
2020-07-12,Not Available,Sunday,5932.0
2020-07-13,,Weekday,
2020-07-14,,Weekday,
2020-07-15,,Weekday,
2020-07-16,,Weekday,
2020-07-17,,Weekday,
2020-07-18,,Saturday,
2020-07-19,,Sunday,
2020-07-20,,Weekday,
2020-07-21,,Weekday,
2020-07-22,,Weekday,
2020-07-23,,Weekday,
2020-07-24,,Weekday,
2020-07-25,,Saturday,
2020-07-26,,Sunday,
2020-07-27,,Weekday,
2020-07-28,,Weekday,
2020-07-29,,Weekday,
2020-07-30,,Weekday,
2020-07-31,,Weekday,
2020-08-01,,Saturday,
2020-08-02,,Sunday,
2020-08-03,,Weekday,
2020-08-04,,Weekday,
2020-08-05,,Weekday,
2020-08-06,,Weekday,
2020-08-07,Not Available,Weekday,73857.0
2020-08-08,Not Available,Saturday,9515.0
2020-08-09,Not Available,Sunday,7166.0
2020-08-10,,Weekday,
2020-08-11,,Weekday,
2020-08-12,,Weekday,
2020-08-13,,Weekday,
2020-08-14,,Weekday,
2020-08-15,,Saturday,
2020-08-16,,Sunday,
2020-08-17,,Weekday,
2020-08-18,,Weekday,
2020-08-19,,Weekday,
2020-08-20,,Weekday,
2020-08-21,,Weekday,
2020-08-22,,Saturday,
2020-08-23,,Sunday,
2020-08-24,,Weekday,
2020-08-25,,Weekday,
2020-08-26,,Weekday,
2020-08-27,,Weekday,
2020-08-28,,Weekday,
2020-08-29,,Saturday,
2020-08-30,,Sunday,
2020-08-31,,Weekday,
2020-09-01,,Weekday,
2020-09-02,,Weekday,
2020-09-03,,Weekday,
2020-09-04,Not Available,Weekday,76734.0
2020-09-05,Not Available,Saturday,8384.0
2020-09-06,Not Available,Sunday,6672.0
2020-09-07,Not Available,Holiday,1696.0
2020-09-08,,Weekday,
2020-09-09,,Weekday,
2020-09-10,,Weekday,
2020-09-11,,Weekday,
2020-09-12,,Saturday,
2020-09-13,,Sunday,
2020-09-14,,Weekday,
2020-09-15,,Weekday,
2020-09-16,,Weekday,
2020-09-17,,Weekday,
2020-09-18,,Weekday,
2020-09-19,,Saturday,
2020-09-20,,Sunday,
2020-09-21,,Weekday,
2020-09-22,,Weekday,
2020-09-23,,Weekday,
2020-09-24,,Weekday,
2020-09-25,,Weekday,
2020-09-26,,Saturday,
2020-09-27,,Sunday,
2020-09-28,,Weekday,
2020-09-29,,Weekday,
2020-09-30,,Weekday,
2020-10-01,,Weekday,
2020-10-02,Not Available,Weekday,85206.0
2020-10-03,Not Available,Saturday,11695.0
2020-10-04,Not Available,Sunday,6785.0
2020-10-05,,Weekday,
2020-10-06,,Weekday,
2020-10-07,,Weekday,
2020-10-08,,Weekday,
2020-10-09,,Weekday,
2020-10-10,,Saturday,
2020-10-11,,Sunday,
2020-10-12,,Weekday,
2020-10-13,,Weekday,
2020-10-14,,Weekday,
2020-10-15,,Weekday,
2020-10-16,,Weekday,
2020-10-17,,Saturday,
2020-10-18,,Sunday,
2020-10-19,,Weekday,
2020-10-20,,Weekday,
2020-10-21,,Weekday,
2020-10-22,,Weekday,
2020-10-23,,Weekday,
2020-10-24,,Saturday,
2020-10-25,,Sunday,
2020-10-26,,Weekday,
2020-10-27,,Weekday,
2020-10-28,,Weekday,
2020-10-29,,Weekday,
2020-10-30,,Weekday,
2020-10-31,,Saturday,
2020-11-01,,Sunday,
2020-11-02,,Weekday,
2020-11-03,,Weekday,
2020-11-04,,Weekday,
2020-11-05,,Weekday,
2020-11-06,Not Available,Weekday,71440.0
2020-11-07,Not Available,Saturday,10880.0
2020-11-08,Not Available,Sunday,8265.0
2020-11-09,,Weekday,
2020-11-10,,Weekday,
2020-11-11,,Weekday,
2020-11-12,,Weekday,
2020-11-13,,Weekday,
2020-11-14,,Saturday,
2020-11-15,,Sunday,
2020-11-16,,Weekday,
2020-11-17,,Weekday,
2020-11-18,,Weekday,
2020-11-19,,Weekday,
2020-11-20,,Weekday,
2020-11-21,,Saturday,
2020-11-22,,Sunday,
2020-11-23,,Weekday,
2020-11-24,,Weekday,
2020-11-25,,Weekday,
2020-11-26,Not Available,Holiday,1114.0
2020-11-27,,Saturday,
2020-11-28,,Saturday,
2020-11-29,,Sunday,
2020-11-30,,Weekday,
2020-12-01,,Weekday,
2020-12-02,,Weekday,
2020-12-03,,Weekday,
2020-12-04,Not Available,Weekday,66402.0
2020-12-05,Not Available,Saturday,7630.0
2020-12-06,Not Available,Sunday,4320.0
2020-12-07,,Weekday,
2020-12-08,,Weekday,
2020-12-09,,Weekday,
2020-12-10,,Weekday,
2020-12-11,,Weekday,
2020-12-12,,Saturday,
2020-12-13,,Sunday,
2020-12-14,,Weekday,
2020-12-15,,Weekday,
2020-12-16,,Weekday,
2020-12-17,,Weekday,
2020-12-18,,Weekday,
2020-12-19,,Saturday,
2020-12-20,,Sunday,
2020-12-21,,Weekday,
2020-12-22,,Weekday,
2020-12-23,,Weekday,
2020-12-24,,Saturday,
2020-12-25,Not Available,Holiday,726.0
2020-12-26,,Saturday,
2020-12-27,,Sunday,
2020-12-28,,Weekday,
2020-12-29,,Weekday,
2020-12-30,,Weekday,
2020-12-31,,Weekday,
2021-01-01,Not Available,Holiday,1236.0
2021-01-02,,Saturday,
2021-01-03,,Sunday,
2021-01-04,,Weekday,
2021-01-05,,Weekday,
2021-01-06,,Weekday,
2021-01-07,,Weekday,
2021-01-08,Not Available,Weekday,58102.0
2021-01-09,Not Available,Saturday,10032.0
2021-01-10,Not Available,Sunday,6115.0
2021-01-11,,Weekday,
2021-01-12,,Weekday,
2021-01-13,,Weekday,
2021-01-14,,Weekday,
2021-01-15,,Weekday,
2021-01-16,,Saturday,
2021-01-17,,Sunday,
2021-01-18,,Saturday,
2021-01-19,,Weekday,
2021-01-20,,Weekday,
2021-01-21,,Weekday,
2021-01-22,,Weekday,
2021-01-23,,Saturday,
2021-01-24,,Sunday,
2021-01-25,,Weekday,
2021-01-26,,Weekday,
2021-01-27,,Weekday,
2021-01-28,,Weekday,
2021-01-29,,Weekday,
2021-01-30,,Saturday,
2021-01-31,,Sunday,
2021-02-01,,Weekday,
2021-02-02,,Weekday,
2021-02-03,,Weekday,
2021-02-04,,Weekday,
2021-02-05,Not Available,Weekday,66196.0
2021-02-06,Not Available,Saturday,8992.0
2021-02-07,Not Available,Sunday,7296.0
2021-02-08,,Weekday,
2021-02-09,,Weekday,
2021-02-10,,Weekday,
2021-02-11,,Weekday,
2021-02-12,,Weekday,
2021-02-13,,Saturday,
2021-02-14,,Sunday,
2021-02-15,Not Available,Holiday,1881.0
2021-02-16,,Weekday,
